Name,PM2.5,Pollution Category
Jalalpur,23.4,1 - Very Good
Jalalpur,21.9,1 - Very Good
Jalalpur,22.7,1 - Very Good
Jalalpur,32.4,2 - Good
Jalalpur,37.8,2 - Good
Jalalpur,41.2,2 - Good
Jalalpur,42.4,2 - Good
Jalalpur,47.5,2 - Good
Jalalpur,51.8,2 - Good
Jalalpur,54.4,2 - Good
Jalalpur,55.8,2 - Good
Jalalpur,57.9,2 - Good
Jalalpur,60.1,6 - Very Poor
Jalalpur,61.2,3 - Satisfactory
Jalalpur,61.9,3 - Satisfactory
Jalalpur,54.8,2 - Good
Jalalpur,60.1,6 - Very Poor
Jalalpur,67.8,3 - Satisfactory
Jalalpur,65.7,3 - Satisfactory
Jalalpur,49.9,2 - Good
Jalalpur,39.2,2 - Good
Jalalpur,36.3,2 - Good
Jalalpur,34.5,2 - Good
Jalalpur,34.9,2 - Good
Jalalpur,34.8,2 - Good
Jalalpur,34.1,2 - Good
Jalalpur,34.6,2 - Good
Jalalpur,47.6,2 - Good
Jalalpur,50.2,2 - Good
Jalalpur,52.5,2 - Good
Jalalpur,51.8,2 - Good
Jalalpur,50.2,2 - Good
Jalalpur,48.7,2 - Good
Jalalpur,45.4,2 - Good
Jalalpur,43.3,2 - Good
Jalalpur,41.8,2 - Good
Jalalpur,43.0,2 - Good
Jalalpur,43.5,2 - Good
Jalalpur,43.8,2 - Good
Jalalpur,42.4,2 - Good
Jalalpur,44.7,2 - Good
Jalalpur,47.5,2 - Good
Jalalpur,46.0,2 - Good
Jalalpur,45.9,2 - Good
Jalalpur,40.2,2 - Good
Jalalpur,29.1,1 - Very Good
Jalalpur,26.6,1 - Very Good
Jalalpur,28.7,1 - Very Good
Jalalpur,37.5,2 - Good
Jalalpur,44.7,2 - Good
Jalalpur,46.6,2 - Good
Jalalpur,41.9,2 - Good
Jalalpur,42.0,2 - Good
Jalalpur,42.0,2 - Good
Jalalpur,42.3,2 - Good
Jalalpur,43.1,2 - Good
Jalalpur,42.8,2 - Good
Jalalpur,41.9,2 - Good
Jalalpur,43.2,2 - Good
Jalalpur,43.4,2 - Good
Jalalpur,42.7,2 - Good
Jalalpur,43.1,2 - Good
Jalalpur,43.7,2 - Good
Jalalpur,38.9,2 - Good
Jalalpur,39.0,2 - Good
Jalalpur,41.9,2 - Good
Jalalpur,42.3,2 - Good
Jalalpur,34.6,2 - Good
Jalalpur,30.7,6 - Very Poor
Jalalpur,28.0,1 - Very Good
Jalalpur,27.5,1 - Very Good
Jalalpur,27.8,1 - Very Good
Jalalpur,28.7,1 - Very Good
Jalalpur,38.6,2 - Good
Jalalpur,42.7,2 - Good
Jalalpur,29.7,1 - Very Good
Jalalpur,36.6,2 - Good
Jalalpur,40.5,2 - Good
Jalalpur,43.7,2 - Good
Jalalpur,45.5,2 - Good
Jalalpur,48.0,2 - Good
Jalalpur,49.5,2 - Good
Jalalpur,49.4,2 - Good
Jalalpur,49.5,2 - Good
Jalalpur,49.6,2 - Good
Jalalpur,49.8,2 - Good
Jalalpur,48.2,2 - Good
Jalalpur,35.4,2 - Good
Jalalpur,36.1,2 - Good
Jalalpur,38.3,2 - Good
Jalalpur,38.2,2 - Good
Jalalpur,37.5,2 - Good
Jalalpur,30.7,6 - Very Poor
Jalalpur,27.4,1 - Very Good
Jalalpur,27.6,1 - Very Good
Jalalpur,27.4,1 - Very Good
Jalalpur,27.3,1 - Very Good
Jalalpur,27.8,1 - Very Good
Jalalpur,28.7,1 - Very Good
Jalalpur,28.8,1 - Very Good
Jalalpur,32.5,2 - Good
Jalalpur,36.6,2 - Good
Jalalpur,39.3,2 - Good
Jalalpur,41.8,2 - Good
Jalalpur,43.3,2 - Good
Jalalpur,43.2,2 - Good
Jalalpur,42.6,2 - Good
Jalalpur,41.3,2 - Good
Jalalpur,39.9,2 - Good
Jalalpur,38.2,2 - Good
Jalalpur,36.6,2 - Good
Jalalpur,36.2,2 - Good
Jalalpur,36.6,2 - Good
Jalalpur,38.5,2 - Good
Jalalpur,37.7,2 - Good
Jalalpur,32.7,2 - Good
Jalalpur,25.6,1 - Very Good
Jalalpur,23.5,1 - Very Good
Jalalpur,23.8,1 - Very Good
Jalalpur,25.0,1 - Very Good
Jalalpur,25.6,1 - Very Good
Jalalpur,25.3,1 - Very Good
Jalalpur,24.9,1 - Very Good
Jalalpur,27.4,1 - Very Good
Jalalpur,35.4,2 - Good
Jalalpur,43.8,2 - Good
Jalalpur,47.7,2 - Good
Jalalpur,50.5,2 - Good
Jalalpur,53.1,2 - Good
Jalalpur,53.9,2 - Good
Jalalpur,53.7,2 - Good
Jalalpur,51.8,2 - Good
Jalalpur,46.8,2 - Good
Jalalpur,41.9,2 - Good
Jalalpur,38.8,2 - Good
Jalalpur,34.0,2 - Good
Jalalpur,39.1,2 - Good
Jalalpur,44.1,2 - Good
Jalalpur,39.7,2 - Good
Jalalpur,29.0,1 - Very Good
Jalalpur,23.2,1 - Very Good
Jalalpur,22.9,1 - Very Good
Jalalpur,23.5,1 - Very Good
Jalalpur,24.0,1 - Very Good
Jalalpur,24.0,1 - Very Good
Jalalpur,23.6,1 - Very Good
Jalalpur,23.3,1 - Very Good
Jalalpur,35.2,2 - Good
Jalalpur,48.1,2 - Good
Jalalpur,54.0,2 - Good
Jalalpur,57.4,2 - Good
Jalalpur,61.2,3 - Satisfactory
Jalalpur,66.4,3 - Satisfactory
Jalalpur,70.3,3 - Satisfactory
Jalalpur,70.8,3 - Satisfactory
Jalalpur,68.2,3 - Satisfactory
Jalalpur,64.0,3 - Satisfactory
Jalalpur,59.8,2 - Good
Jalalpur,56.2,2 - Good
Jalalpur,57.3,2 - Good
Jalalpur,59.6,2 - Good
Jalalpur,65.4,3 - Satisfactory
Jalalpur,60.8,6 - Very Poor
Jalalpur,38.9,2 - Good
Jalalpur,21.4,1 - Very Good
Jalalpur,18.4,1 - Very Good
Jalalpur,17.9,1 - Very Good
Jalalpur,17.8,1 - Very Good
Jalalpur,17.8,1 - Very Good
Jalalpur,18.2,1 - Very Good
Jalalpur,18.9,1 - Very Good
Jalalpur,37.7,2 - Good
Jalalpur,49.1,2 - Good
Jalalpur,56.1,2 - Good
Jalalpur,58.1,2 - Good
Jalalpur,59.1,2 - Good
Jalalpur,62.2,3 - Satisfactory
Jalalpur,63.3,3 - Satisfactory
Jalalpur,63.1,3 - Satisfactory
Jalalpur,62.9,3 - Satisfactory
Jalalpur,62.2,3 - Satisfactory
Jalalpur,61.7,3 - Satisfactory
Jalalpur,60.8,6 - Very Poor
Jalalpur,49.1,2 - Good
Jalalpur,53.8,2 - Good
Jalalpur,61.9,3 - Satisfactory
Jalalpur,55.5,2 - Good
Jalalpur,45.1,2 - Good
Jalalpur,32.2,2 - Good
Jalalpur,26.8,1 - Very Good
Jalalpur,23.7,1 - Very Good
Jalalpur,20.6,1 - Very Good
Jalalpur,21.0,1 - Very Good
Jalalpur,22.8,1 - Very Good
Jalalpur,24.8,1 - Very Good
Jalalpur,38.4,2 - Good
Jalalpur,39.7,2 - Good
Jalalpur,39.3,2 - Good
Jalalpur,39.8,2 - Good
Jalalpur,40.2,2 - Good
Jalalpur,40.6,2 - Good
Jalalpur,40.0,2 - Good
Jalalpur,42.1,2 - Good
Jalalpur,44.2,2 - Good
Jalalpur,45.2,2 - Good
Jalalpur,45.5,2 - Good
Jalalpur,46.9,2 - Good
Jalalpur,48.2,2 - Good
Jalalpur,51.8,2 - Good
Jalalpur,55.3,2 - Good
Jalalpur,57.2,2 - Good
Jalalpur,52.7,2 - Good
Jalalpur,46.1,2 - Good
Jalalpur,40.3,2 - Good
Jalalpur,36.0,2 - Good
Jalalpur,33.8,2 - Good
Jalalpur,32.9,2 - Good
Jalalpur,32.4,2 - Good
Jalalpur,32.1,2 - Good
Jalalpur,37.8,2 - Good
Jalalpur,41.4,2 - Good
Jalalpur,45.6,2 - Good
Jalalpur,49.0,2 - Good
Jalalpur,50.9,2 - Good
Jalalpur,51.2,2 - Good
Jalalpur,48.3,2 - Good
Jalalpur,44.7,2 - Good
Jalalpur,41.9,2 - Good
Jalalpur,39.7,2 - Good
Jalalpur,38.4,2 - Good
Jalalpur,40.2,2 - Good
Jalalpur,35.9,2 - Good
Jalalpur,40.0,2 - Good
Jalalpur,43.4,2 - Good
Jalalpur,45.2,2 - Good
Jalalpur,46.7,2 - Good
Jalalpur,42.7,2 - Good
Jalalpur,32.2,2 - Good
Jalalpur,27.9,1 - Very Good
Jalalpur,26.5,1 - Very Good
Jalalpur,25.5,1 - Very Good
Jalalpur,25.1,1 - Very Good
Jalalpur,25.5,1 - Very Good
Jalalpur,38.8,2 - Good
Jalalpur,51.0,2 - Good
Jalalpur,56.6,2 - Good
Jalalpur,58.9,2 - Good
Jalalpur,60.3,6 - Very Poor
Jalalpur,61.5,3 - Satisfactory
Jalalpur,61.0,3 - Satisfactory
Jalalpur,59.0,2 - Good
Jalalpur,56.0,2 - Good
Jalalpur,49.4,2 - Good
Jalalpur,44.2,2 - Good
Jalalpur,41.2,2 - Good
Jalalpur,40.3,2 - Good
Jalalpur,43.8,2 - Good
Jalalpur,46.2,2 - Good
Jalalpur,48.1,2 - Good
Jalalpur,46.2,2 - Good
Jalalpur,34.8,2 - Good
Jalalpur,26.6,1 - Very Good
Jalalpur,25.4,1 - Very Good
Jalalpur,23.6,1 - Very Good
Jalalpur,21.9,1 - Very Good
Jalalpur,21.1,1 - Very Good
Jalalpur,21.8,1 - Very Good
Jalalpur,38.2,2 - Good
Jalalpur,48.2,2 - Good
Jalalpur,53.6,2 - Good
Jalalpur,56.2,2 - Good
Jalalpur,59.5,2 - Good
Jalalpur,60.1,6 - Very Poor
Jalalpur,54.1,2 - Good
Jalalpur,46.0,2 - Good
Jalalpur,41.8,2 - Good
Jalalpur,39.8,2 - Good
Jalalpur,38.2,2 - Good
Jalalpur,36.1,2 - Good
Jalalpur,35.0,2 - Good
Jalalpur,39.0,2 - Good
Jalalpur,42.3,2 - Good
Jalalpur,43.8,2 - Good
Jalalpur,42.3,2 - Good
Jalalpur,34.3,2 - Good
Jalalpur,26.3,1 - Very Good
Jalalpur,22.4,1 - Very Good
Jalalpur,21.2,1 - Very Good
Jalalpur,20.4,1 - Very Good
Jalalpur,19.6,1 - Very Good
Jalalpur,20.1,1 - Very Good
Jalalpur,36.9,2 - Good
Jalalpur,45.4,2 - Good
Jalalpur,51.1,2 - Good
Jalalpur,54.7,2 - Good
Jalalpur,57.6,2 - Good
Jalalpur,57.9,2 - Good
Jalalpur,54.5,2 - Good
Jalalpur,48.9,2 - Good
Jalalpur,39.7,2 - Good
Jalalpur,36.4,2 - Good
Jalalpur,35.0,2 - Good
Jalalpur,35.6,2 - Good
Jalalpur,35.7,2 - Good
Jalalpur,39.1,2 - Good
Jalalpur,42.8,2 - Good
Jalalpur,44.7,2 - Good
Jalalpur,45.3,2 - Good
Jalalpur,39.2,2 - Good
Jalalpur,26.8,1 - Very Good
Jalalpur,20.3,1 - Very Good
Jalalpur,18.2,1 - Very Good
Jalalpur,17.7,1 - Very Good
Jalalpur,17.5,1 - Very Good
Jalalpur,19.7,1 - Very Good
Jalalpur,36.2,2 - Good
Jalalpur,45.3,2 - Good
Jalalpur,54.2,2 - Good
Jalalpur,62.4,3 - Satisfactory
Jalalpur,70.1,3 - Satisfactory
Jalalpur,76.4,3 - Satisfactory
Jalalpur,79.2,3 - Satisfactory
Jalalpur,79.6,3 - Satisfactory
Jalalpur,78.5,3 - Satisfactory
Jalalpur,75.9,3 - Satisfactory
Jalalpur,72.9,3 - Satisfactory
Jalalpur,69.8,3 - Satisfactory
Jalalpur,61.9,3 - Satisfactory
Jalalpur,66.4,3 - Satisfactory
Jalalpur,77.5,3 - Satisfactory
Jalalpur,72.4,3 - Satisfactory
Jalalpur,56.0,2 - Good
Jalalpur,35.7,2 - Good
Jalalpur,31.1,2 - Good
Jalalpur,30.6,6 - Very Poor
Jalalpur,31.3,2 - Good
Jalalpur,32.7,2 - Good
Jalalpur,33.9,2 - Good
Jalalpur,37.8,2 - Good
Jalalpur,69.2,3 - Satisfactory
Jalalpur,81.7,3 - Satisfactory
Jalalpur,95.2,4 - Borderline
Jalalpur,105.0,4 - Borderline
Jalalpur,111.5,4 - Borderline
Jalalpur,114.8,4 - Borderline
Jalalpur,114.3,4 - Borderline
Jalalpur,111.1,4 - Borderline
Jalalpur,107.6,4 - Borderline
Jalalpur,105.2,4 - Borderline
Jalalpur,104.3,4 - Borderline
Jalalpur,103.6,4 - Borderline
Jalalpur,103.6,4 - Borderline
Jalalpur,106.6,4 - Borderline
Jalalpur,114.3,4 - Borderline
Jalalpur,106.4,4 - Borderline
Jalalpur,91.7,4 - Borderline
Jalalpur,74.0,3 - Satisfactory
Jalalpur,60.3,6 - Very Poor
Jalalpur,53.9,2 - Good
Jalalpur,48.5,2 - Good
Jalalpur,46.4,2 - Good
Jalalpur,46.8,2 - Good
Jalalpur,53.0,2 - Good
Jalalpur,80.6,3 - Satisfactory
Jalalpur,92.7,4 - Borderline
Jalalpur,104.8,4 - Borderline
Jalalpur,113.9,4 - Borderline
Jalalpur,119.7,4 - Borderline
Jalalpur,121.1,5 - Poor
Jalalpur,117.3,4 - Borderline
Jalalpur,112.0,4 - Borderline
Jalalpur,107.3,4 - Borderline
Jalalpur,104.1,4 - Borderline
Jalalpur,102.4,4 - Borderline
Jalalpur,102.0,4 - Borderline
Jalalpur,99.0,4 - Borderline
Jalalpur,98.3,4 - Borderline
Jalalpur,101.7,4 - Borderline
Jalalpur,92.2,4 - Borderline
Jalalpur,80.8,3 - Satisfactory
Jalalpur,74.0,3 - Satisfactory
Jalalpur,65.4,3 - Satisfactory
Jalalpur,58.6,2 - Good
Jalalpur,52.9,2 - Good
Jalalpur,51.7,2 - Good
Jalalpur,52.3,2 - Good
Jalalpur,56.1,2 - Good
Jalalpur,81.3,3 - Satisfactory
Jalalpur,89.4,3 - Satisfactory
Jalalpur,92.0,4 - Borderline
Jalalpur,91.0,4 - Borderline
Jalalpur,90.3,6 - Very Poor
Jalalpur,90.1,6 - Very Poor
Jalalpur,89.9,3 - Satisfactory
Jalalpur,89.4,3 - Satisfactory
Jalalpur,89.9,3 - Satisfactory
Jalalpur,90.8,6 - Very Poor
Jalalpur,92.2,4 - Borderline
Jalalpur,93.8,4 - Borderline
Jalalpur,91.5,4 - Borderline
Jalalpur,96.2,4 - Borderline
Jalalpur,105.5,4 - Borderline
Jalalpur,99.4,4 - Borderline
Jalalpur,87.5,3 - Satisfactory
Jalalpur,81.3,3 - Satisfactory
Jalalpur,74.5,3 - Satisfactory
Jalalpur,71.0,3 - Satisfactory
Jalalpur,66.6,3 - Satisfactory
Jalalpur,64.5,3 - Satisfactory
Jalalpur,63.3,3 - Satisfactory
Jalalpur,65.0,3 - Satisfactory
Jalalpur,92.0,4 - Borderline
Jalalpur,99.2,4 - Borderline
Jalalpur,102.4,4 - Borderline
Jalalpur,102.0,4 - Borderline
Jalalpur,100.1,4 - Borderline
Jalalpur,98.3,4 - Borderline
Jalalpur,94.1,4 - Borderline
Jalalpur,89.9,3 - Satisfactory
Jalalpur,87.3,3 - Satisfactory
Jalalpur,85.7,3 - Satisfactory
Jalalpur,84.8,3 - Satisfactory
Jalalpur,84.8,3 - Satisfactory
Jalalpur,78.2,3 - Satisfactory
Jalalpur,82.4,3 - Satisfactory
Jalalpur,90.3,6 - Very Poor
Jalalpur,87.3,3 - Satisfactory
Jalalpur,82.9,3 - Satisfactory
Jalalpur,80.3,3 - Satisfactory
Jalalpur,70.5,3 - Satisfactory
Jalalpur,64.5,3 - Satisfactory
Jalalpur,58.1,2 - Good
Jalalpur,54.4,2 - Good
Jalalpur,53.2,2 - Good
Jalalpur,56.0,2 - Good
Jalalpur,76.6,3 - Satisfactory
Jalalpur,87.8,3 - Satisfactory
Jalalpur,98.0,4 - Borderline
Jalalpur,104.8,4 - Borderline
Jalalpur,110.1,4 - Borderline
Jalalpur,113.9,4 - Borderline
Jalalpur,114.6,4 - Borderline
Jalalpur,112.7,4 - Borderline
Jalalpur,110.1,4 - Borderline
Jalalpur,108.5,4 - Borderline
Jalalpur,108.0,4 - Borderline
Jalalpur,107.8,4 - Borderline
Jalalpur,85.7,3 - Satisfactory
Jalalpur,90.3,6 - Very Poor
Jalalpur,100.1,4 - Borderline
Jalalpur,100.6,4 - Borderline
Jalalpur,93.4,4 - Borderline
Jalalpur,83.8,3 - Satisfactory
Jalalpur,79.6,3 - Satisfactory
Jalalpur,79.2,3 - Satisfactory
Jalalpur,75.7,3 - Satisfactory
Jalalpur,71.7,3 - Satisfactory
Jalalpur,67.8,3 - Satisfactory
Jalalpur,68.2,3 - Satisfactory
Jalalpur,92.9,4 - Borderline
Jalalpur,100.8,4 - Borderline
Jalalpur,105.7,4 - Borderline
Jalalpur,106.4,4 - Borderline
Jalalpur,105.5,4 - Borderline
Jalalpur,102.2,4 - Borderline
Jalalpur,96.4,4 - Borderline
Jalalpur,91.3,4 - Borderline
Jalalpur,87.8,3 - Satisfactory
Jalalpur,85.2,3 - Satisfactory
Jalalpur,82.4,3 - Satisfactory
Jalalpur,79.6,3 - Satisfactory
Jalalpur,78.5,3 - Satisfactory
Jalalpur,79.2,3 - Satisfactory
Jalalpur,81.5,3 - Satisfactory
Jalalpur,82.7,3 - Satisfactory
Jalalpur,82.7,3 - Satisfactory
Jalalpur,81.5,3 - Satisfactory
Jalalpur,80.6,3 - Satisfactory
Jalalpur,79.4,3 - Satisfactory
Jalalpur,78.2,3 - Satisfactory
Jalalpur,78.9,3 - Satisfactory
Jalalpur,81.3,3 - Satisfactory
Jalalpur,85.7,3 - Satisfactory
Jalalpur,102.4,4 - Borderline
Jalalpur,114.1,4 - Borderline
Jalalpur,125.3,5 - Poor
Jalalpur,130.9,5 - Poor
Jalalpur,133.6,5 - Poor
Jalalpur,130.9,5 - Poor
Jalalpur,122.5,5 - Poor
Jalalpur,112.7,4 - Borderline
Jalalpur,104.8,4 - Borderline
Jalalpur,97.8,4 - Borderline
Jalalpur,92.4,4 - Borderline
Jalalpur,89.2,3 - Satisfactory
Jalalpur,90.1,6 - Very Poor
Jalalpur,93.8,4 - Borderline
Jalalpur,102.7,4 - Borderline
Jalalpur,101.7,4 - Borderline
Jalalpur,96.4,4 - Borderline
Jalalpur,93.8,4 - Borderline
Jalalpur,92.7,4 - Borderline
Jalalpur,86.4,3 - Satisfactory
Jalalpur,82.9,3 - Satisfactory
Jalalpur,80.8,3 - Satisfactory
Jalalpur,82.2,3 - Satisfactory
Jalalpur,89.2,3 - Satisfactory
Jalalpur,107.6,4 - Borderline
Jalalpur,118.3,4 - Borderline
Jalalpur,126.2,5 - Poor
Jalalpur,130.9,5 - Poor
Jalalpur,134.1,5 - Poor
Jalalpur,133.2,5 - Poor
Jalalpur,129.0,5 - Poor
Jalalpur,122.9,5 - Poor
Jalalpur,115.3,4 - Borderline
Jalalpur,107.6,4 - Borderline
Jalalpur,100.8,4 - Borderline
Jalalpur,95.5,4 - Borderline
Jalalpur,97.6,4 - Borderline
Jalalpur,97.3,4 - Borderline
Jalalpur,101.3,4 - Borderline
Jalalpur,96.9,4 - Borderline
Jalalpur,88.9,3 - Satisfactory
Jalalpur,75.2,3 - Satisfactory
Jalalpur,66.6,3 - Satisfactory
Jalalpur,61.5,3 - Satisfactory
Jalalpur,56.0,2 - Good
Jalalpur,51.9,2 - Good
Jalalpur,49.8,2 - Good
Jalalpur,58.1,2 - Good
Jalalpur,92.4,4 - Borderline
Jalalpur,101.5,4 - Borderline
Jalalpur,110.4,4 - Borderline
Jalalpur,116.2,4 - Borderline
Jalalpur,119.0,4 - Borderline
Jalalpur,119.0,4 - Borderline
Jalalpur,116.6,4 - Borderline
Jalalpur,113.9,4 - Borderline
Jalalpur,110.4,4 - Borderline
Jalalpur,106.6,4 - Borderline
Jalalpur,104.3,4 - Borderline
Jalalpur,102.4,4 - Borderline
Jalalpur,96.6,4 - Borderline
Jalalpur,96.9,4 - Borderline
Jalalpur,98.3,4 - Borderline
Jalalpur,89.6,3 - Satisfactory
Jalalpur,77.8,3 - Satisfactory
Jalalpur,69.6,3 - Satisfactory
Jalalpur,58.8,2 - Good
Jalalpur,53.3,2 - Good
Jalalpur,50.1,2 - Good
Jalalpur,48.3,2 - Good
Jalalpur,48.4,2 - Good
Jalalpur,61.2,3 - Satisfactory
Jalalpur,103.8,4 - Borderline
Jalalpur,117.8,4 - Borderline
Jalalpur,131.3,5 - Poor
Jalalpur,140.6,5 - Poor
Jalalpur,148.1,5 - Poor
Jalalpur,153.2,5 - Poor
Jalalpur,153.2,5 - Poor
Jalalpur,146.7,5 - Poor
Jalalpur,132.7,5 - Poor
Jalalpur,120.6,6 - Very Poor
Jalalpur,113.6,4 - Borderline
Jalalpur,110.6,4 - Borderline
Jalalpur,110.4,4 - Borderline
Jalalpur,111.3,4 - Borderline
Jalalpur,117.8,4 - Borderline
Jalalpur,116.2,4 - Borderline
Jalalpur,106.9,4 - Borderline
Jalalpur,95.5,4 - Borderline
Jalalpur,87.5,3 - Satisfactory
Jalalpur,83.4,3 - Satisfactory
Jalalpur,81.0,3 - Satisfactory
Jalalpur,81.0,3 - Satisfactory
Jalalpur,82.4,3 - Satisfactory
Jalalpur,94.8,4 - Borderline
Jalalpur,115.7,4 - Borderline
Jalalpur,131.8,5 - Poor
Jalalpur,149.0,5 - Poor
Jalalpur,159.3,5 - Poor
Jalalpur,163.4,5 - Poor
Jalalpur,163.0,5 - Poor
Jalalpur,156.0,5 - Poor
Jalalpur,144.8,5 - Poor
Jalalpur,133.6,5 - Poor
Jalalpur,123.4,5 - Poor
Jalalpur,113.9,4 - Borderline
Jalalpur,105.2,4 - Borderline
Jalalpur,92.9,4 - Borderline
Jalalpur,91.7,4 - Borderline
Jalalpur,94.1,4 - Borderline
Jalalpur,93.4,4 - Borderline
Jalalpur,93.6,4 - Borderline
Jalalpur,91.3,4 - Borderline
Jalalpur,87.1,3 - Satisfactory
Jalalpur,78.7,3 - Satisfactory
Jalalpur,77.3,3 - Satisfactory
Jalalpur,78.2,3 - Satisfactory
Jalalpur,80.1,3 - Satisfactory
Jalalpur,87.5,3 - Satisfactory
Jalalpur,107.6,4 - Borderline
Jalalpur,120.1,6 - Very Poor
Jalalpur,134.1,5 - Poor
Jalalpur,143.4,5 - Poor
Jalalpur,147.1,5 - Poor
Jalalpur,148.1,5 - Poor
Jalalpur,147.1,5 - Poor
Jalalpur,143.9,5 - Poor
Jalalpur,137.8,5 - Poor
Jalalpur,129.0,5 - Poor
Jalalpur,118.5,4 - Borderline
Jalalpur,109.7,4 - Borderline
Jalalpur,98.3,4 - Borderline
Jalalpur,97.6,4 - Borderline
Jalalpur,100.4,4 - Borderline
Jalalpur,100.8,4 - Borderline
Jalalpur,99.4,4 - Borderline
Jalalpur,91.5,4 - Borderline
Jalalpur,85.0,3 - Satisfactory
Jalalpur,81.7,3 - Satisfactory
Jalalpur,82.9,3 - Satisfactory
Jalalpur,83.1,3 - Satisfactory
Jalalpur,80.1,3 - Satisfactory
Jalalpur,84.1,3 - Satisfactory
Jalalpur,122.0,5 - Poor
Jalalpur,138.3,5 - Poor
Jalalpur,155.5,5 - Poor
Jalalpur,167.2,5 - Poor
Jalalpur,174.6,5 - Poor
Jalalpur,177.0,5 - Poor
Jalalpur,172.3,5 - Poor
Jalalpur,163.9,5 - Poor
Jalalpur,155.5,5 - Poor
Jalalpur,149.0,5 - Poor
Jalalpur,144.8,5 - Poor
Jalalpur,143.9,5 - Poor
Jalalpur,108.0,4 - Borderline
Jalalpur,100.6,4 - Borderline
Jalalpur,101.0,4 - Borderline
Jalalpur,97.1,4 - Borderline
Jalalpur,90.8,6 - Very Poor
Jalalpur,81.3,3 - Satisfactory
Jalalpur,69.6,3 - Satisfactory
Jalalpur,63.1,3 - Satisfactory
Jalalpur,62.9,3 - Satisfactory
Jalalpur,65.7,3 - Satisfactory
Jalalpur,74.3,3 - Satisfactory
Jalalpur,78.7,3 - Satisfactory
Jalalpur,53.7,2 - Good
Jalalpur,55.9,2 - Good
Jalalpur,56.3,2 - Good
Jalalpur,57.4,2 - Good
Jalalpur,59.8,2 - Good
Jalalpur,57.6,2 - Good
Jalalpur,55.9,2 - Good
Jalalpur,56.3,2 - Good
Jalalpur,56.5,2 - Good
Jalalpur,56.3,2 - Good
Jalalpur,55.4,2 - Good
Jalalpur,54.8,2 - Good
Jalalpur,60.1,6 - Very Poor
Jalalpur,61.0,3 - Satisfactory
Jalalpur,60.8,6 - Very Poor
Jalalpur,60.3,6 - Very Poor
Jalalpur,58.8,2 - Good
Jalalpur,59.1,2 - Good
Jalalpur,61.0,3 - Satisfactory
Jalalpur,59.8,2 - Good
Jalalpur,56.6,2 - Good
Jalalpur,52.6,2 - Good
Jalalpur,50.2,2 - Good
Jalalpur,50.1,2 - Good
Jalalpur,56.9,2 - Good
Jalalpur,62.4,3 - Satisfactory
Jalalpur,68.5,3 - Satisfactory
Jalalpur,75.2,3 - Satisfactory
Jalalpur,79.9,3 - Satisfactory
Jalalpur,78.9,3 - Satisfactory
Jalalpur,74.5,3 - Satisfactory
Jalalpur,67.5,3 - Satisfactory
Jalalpur,60.1,6 - Very Poor
Jalalpur,53.0,2 - Good
Jalalpur,47.0,2 - Good
Jalalpur,42.4,2 - Good
Jalalpur,43.2,2 - Good
Jalalpur,41.6,2 - Good
Jalalpur,41.9,2 - Good
Jalalpur,41.6,2 - Good
Jalalpur,40.2,2 - Good
Jalalpur,37.4,2 - Good
Jalalpur,35.3,2 - Good
Jalalpur,33.2,2 - Good
Jalalpur,31.0,2 - Good
Jalalpur,29.3,1 - Very Good
Jalalpur,29.1,1 - Very Good
Jalalpur,30.3,6 - Very Poor
Jalalpur,38.6,2 - Good
Jalalpur,45.1,2 - Good
Jalalpur,51.3,2 - Good
Jalalpur,56.7,2 - Good
Jalalpur,60.3,6 - Very Poor
Jalalpur,60.1,6 - Very Poor
Jalalpur,56.5,2 - Good
Jalalpur,52.4,2 - Good
Jalalpur,49.2,2 - Good
Jalalpur,47.4,2 - Good
Jalalpur,46.3,2 - Good
Jalalpur,45.5,2 - Good
Jalalpur,45.8,2 - Good
Jalalpur,47.8,2 - Good
Jalalpur,50.8,2 - Good
Jalalpur,51.0,2 - Good
Jalalpur,46.4,2 - Good
Jalalpur,40.0,2 - Good
Jalalpur,38.9,2 - Good
Jalalpur,37.1,2 - Good
Jalalpur,35.9,2 - Good
Jalalpur,35.2,2 - Good
Jalalpur,35.4,2 - Good
Jalalpur,39.0,2 - Good
Jalalpur,76.6,3 - Satisfactory
Jalalpur,91.5,4 - Borderline
Jalalpur,105.0,4 - Borderline
Jalalpur,112.7,4 - Borderline
Jalalpur,113.9,4 - Borderline
Jalalpur,110.1,4 - Borderline
Jalalpur,103.6,4 - Borderline
Jalalpur,96.4,4 - Borderline
Jalalpur,89.2,3 - Satisfactory
Jalalpur,82.7,3 - Satisfactory
Jalalpur,77.5,3 - Satisfactory
Jalalpur,72.9,3 - Satisfactory
Jalalpur,63.1,3 - Satisfactory
Jalalpur,60.3,6 - Very Poor
Jalalpur,59.8,2 - Good
Jalalpur,58.3,2 - Good
Jalalpur,54.7,2 - Good
Jalalpur,51.0,2 - Good
Jalalpur,48.4,2 - Good
Jalalpur,49.5,2 - Good
Jalalpur,48.3,2 - Good
Jalalpur,46.9,2 - Good
Jalalpur,47.3,2 - Good
Jalalpur,53.7,2 - Good
Jalalpur,88.9,3 - Satisfactory
Jalalpur,102.0,4 - Borderline
Jalalpur,110.6,4 - Borderline
Jalalpur,113.2,4 - Borderline
Jalalpur,113.2,4 - Borderline
Jalalpur,109.4,4 - Borderline
Jalalpur,103.1,4 - Borderline
