Name,PM2.5,Pollution Category
Pune,28.8,1 - Very Good
Pune,30.2,6 - Very Poor
Pune,30.4,6 - Very Poor
Pune,31.0,2 - Good
Pune,32.5,2 - Good
Pune,32.9,2 - Good
Pune,33.1,2 - Good
Pune,33.1,2 - Good
Pune,34.0,2 - Good
Pune,35.3,2 - Good
Pune,22.1,1 - Very Good
Pune,19.6,1 - Very Good
Pune,21.3,1 - Very Good
Pune,23.5,1 - Very Good
Pune,21.1,1 - Very Good
Pune,19.4,1 - Very Good
Pune,17.3,1 - Very Good
Pune,14.6,1 - Very Good
Pune,19.4,1 - Very Good
Pune,24.8,1 - Very Good
Pune,26.4,1 - Very Good
Pune,29.1,1 - Very Good
Pune,27.2,1 - Very Good
Pune,26.3,1 - Very Good
Pune,24.6,1 - Very Good
Pune,24.3,1 - Very Good
Pune,24.1,1 - Very Good
Pune,23.5,1 - Very Good
Pune,23.5,1 - Very Good
Pune,22.9,1 - Very Good
Pune,21.9,1 - Very Good
Pune,20.8,1 - Very Good
Pune,20.0,1 - Very Good
Pune,19.8,1 - Very Good
Pune,13.0,1 - Very Good
Pune,13.3,1 - Very Good
Pune,14.1,1 - Very Good
Pune,14.1,1 - Very Good
Pune,12.5,1 - Very Good
Pune,10.8,1 - Very Good
Pune,10.7,1 - Very Good
Pune,11.8,1 - Very Good
Pune,11.3,1 - Very Good
Pune,10.9,1 - Very Good
Pune,11.8,1 - Very Good
Pune,14.5,1 - Very Good
Pune,19.0,1 - Very Good
Pune,20.8,1 - Very Good
Pune,19.6,1 - Very Good
Pune,19.3,1 - Very Good
Pune,16.2,1 - Very Good
Pune,15.3,1 - Very Good
Pune,14.5,1 - Very Good
Pune,13.5,1 - Very Good
Pune,12.3,1 - Very Good
Pune,10.8,1 - Very Good
Pune,9.4,1 - Very Good
Pune,8.5,1 - Very Good
Pune,6.5,1 - Very Good
Pune,6.5,1 - Very Good
Pune,7.0,1 - Very Good
Pune,7.7,1 - Very Good
Pune,8.3,1 - Very Good
Pune,9.1,1 - Very Good
Pune,8.4,1 - Very Good
Pune,8.5,1 - Very Good
Pune,7.8,1 - Very Good
Pune,6.9,1 - Very Good
Pune,8.7,1 - Very Good
Pune,11.5,1 - Very Good
Pune,17.8,1 - Very Good
Pune,17.9,1 - Very Good
Pune,17.5,1 - Very Good
Pune,17.1,1 - Very Good
Pune,16.6,1 - Very Good
Pune,16.8,1 - Very Good
Pune,17.3,1 - Very Good
Pune,17.2,1 - Very Good
Pune,16.8,1 - Very Good
Pune,16.2,1 - Very Good
Pune,16.0,1 - Very Good
Pune,16.4,1 - Very Good
Pune,12.1,1 - Very Good
Pune,13.4,1 - Very Good
Pune,14.0,1 - Very Good
Pune,14.3,1 - Very Good
Pune,16.5,1 - Very Good
Pune,20.5,1 - Very Good
Pune,25.2,1 - Very Good
Pune,30.4,6 - Very Poor
Pune,35.2,2 - Good
Pune,38.6,2 - Good
Pune,40.0,2 - Good
Pune,42.7,2 - Good
Pune,51.9,2 - Good
Pune,51.3,2 - Good
Pune,40.6,2 - Good
Pune,16.3,1 - Very Good
Pune,11.6,1 - Very Good
Pune,6.8,1 - Very Good
Pune,3.9,1 - Very Good
Pune,2.8,1 - Very Good
Pune,4.5,1 - Very Good
Pune,2.3,1 - Very Good
Pune,3.2,1 - Very Good
Pune,3.6,1 - Very Good
Pune,18.5,1 - Very Good
Pune,22.3,1 - Very Good
Pune,26.7,1 - Very Good
Pune,29.8,1 - Very Good
Pune,30.4,6 - Very Poor
Pune,31.5,2 - Good
Pune,31.3,2 - Good
Pune,30.9,6 - Very Poor
Pune,30.0,1 - Very Good
Pune,29.6,1 - Very Good
Pune,28.9,1 - Very Good
Pune,28.3,1 - Very Good
Pune,29.7,1 - Very Good
Pune,29.7,1 - Very Good
Pune,29.9,1 - Very Good
Pune,30.4,6 - Very Poor
Pune,30.9,6 - Very Poor
Pune,30.9,6 - Very Poor
Pune,30.5,6 - Very Poor
Pune,31.5,2 - Good
Pune,31.8,2 - Good
Pune,32.5,2 - Good
Pune,32.6,2 - Good
Pune,32.4,2 - Good
Pune,29.4,1 - Very Good
Pune,30.0,1 - Very Good
Pune,28.9,1 - Very Good
Pune,27.9,1 - Very Good
Pune,25.4,1 - Very Good
Pune,25.1,1 - Very Good
Pune,25.6,1 - Very Good
Pune,26.7,1 - Very Good
Pune,28.2,1 - Very Good
Pune,31.7,2 - Good
Pune,32.5,2 - Good
Pune,33.2,2 - Good
Pune,39.7,2 - Good
Pune,48.8,2 - Good
Pune,49.1,2 - Good
Pune,46.8,2 - Good
Pune,43.8,2 - Good
Pune,42.0,2 - Good
Pune,39.7,2 - Good
Pune,37.0,2 - Good
Pune,34.1,2 - Good
Pune,33.4,2 - Good
Pune,33.2,2 - Good
Pune,33.5,2 - Good
Pune,40.0,2 - Good
Pune,36.0,2 - Good
Pune,36.2,2 - Good
Pune,36.6,2 - Good
Pune,35.5,2 - Good
Pune,35.7,2 - Good
Pune,35.7,2 - Good
Pune,36.1,2 - Good
Pune,37.0,2 - Good
Pune,38.2,2 - Good
Pune,39.9,2 - Good
Pune,40.5,2 - Good
Pune,43.2,2 - Good
Pune,43.2,2 - Good
Pune,41.6,2 - Good
Pune,40.4,2 - Good
Pune,39.2,2 - Good
Pune,37.3,2 - Good
Pune,38.4,2 - Good
Pune,37.1,2 - Good
Pune,34.3,2 - Good
Pune,32.7,2 - Good
Pune,31.8,2 - Good
Pune,31.4,2 - Good
Pune,37.7,2 - Good
Pune,33.8,2 - Good
Pune,34.3,2 - Good
Pune,33.8,2 - Good
Pune,34.5,2 - Good
Pune,34.1,2 - Good
Pune,34.1,2 - Good
Pune,33.1,2 - Good
Pune,32.4,2 - Good
Pune,32.5,2 - Good
Pune,32.9,2 - Good
Pune,33.8,2 - Good
Pune,40.2,2 - Good
Pune,43.4,2 - Good
Pune,45.2,2 - Good
Pune,44.5,2 - Good
Pune,43.8,2 - Good
Pune,45.6,2 - Good
Pune,48.7,2 - Good
Pune,49.6,2 - Good
Pune,49.6,2 - Good
Pune,43.8,2 - Good
Pune,40.9,2 - Good
Pune,39.3,2 - Good
Pune,39.7,2 - Good
Pune,38.6,2 - Good
Pune,38.0,2 - Good
Pune,37.7,2 - Good
Pune,38.2,2 - Good
Pune,38.6,2 - Good
Pune,38.1,2 - Good
Pune,36.3,2 - Good
Pune,35.5,2 - Good
Pune,35.3,2 - Good
Pune,36.1,2 - Good
Pune,38.4,2 - Good
Pune,39.0,2 - Good
Pune,42.4,2 - Good
Pune,43.8,2 - Good
Pune,44.6,2 - Good
Pune,44.2,2 - Good
Pune,45.5,2 - Good
Pune,48.5,2 - Good
Pune,50.8,2 - Good
Pune,49.4,2 - Good
Pune,46.1,2 - Good
Pune,43.4,2 - Good
Pune,42.5,2 - Good
Pune,42.4,2 - Good
Pune,41.9,2 - Good
Pune,41.8,2 - Good
Pune,40.7,2 - Good
Pune,39.1,2 - Good
Pune,39.7,2 - Good
Pune,39.3,2 - Good
Pune,36.7,2 - Good
Pune,34.5,2 - Good
Pune,33.2,2 - Good
Pune,35.5,2 - Good
Pune,33.8,2 - Good
Pune,32.9,2 - Good
Pune,39.8,2 - Good
Pune,44.2,2 - Good
Pune,47.7,2 - Good
Pune,48.8,2 - Good
Pune,50.3,2 - Good
Pune,51.3,2 - Good
Pune,51.2,2 - Good
Pune,51.6,2 - Good
Pune,52.5,2 - Good
Pune,52.7,2 - Good
Pune,52.2,2 - Good
Pune,51.7,2 - Good
Pune,52.7,2 - Good
Pune,52.3,2 - Good
Pune,49.2,2 - Good
Pune,41.3,2 - Good
Pune,38.4,2 - Good
Pune,34.9,2 - Good
Pune,32.6,2 - Good
Pune,31.3,2 - Good
Pune,31.0,2 - Good
Pune,31.7,2 - Good
Pune,31.2,2 - Good
Pune,41.7,2 - Good
Pune,46.6,2 - Good
Pune,49.9,2 - Good
Pune,52.5,2 - Good
Pune,54.5,2 - Good
Pune,56.0,2 - Good
Pune,55.5,2 - Good
Pune,52.5,2 - Good
Pune,50.8,2 - Good
Pune,49.1,2 - Good
Pune,47.8,2 - Good
Pune,46.9,2 - Good
Pune,43.2,2 - Good
Pune,43.9,2 - Good
Pune,48.0,2 - Good
Pune,49.6,2 - Good
Pune,41.3,2 - Good
Pune,39.1,2 - Good
Pune,39.9,2 - Good
Pune,40.0,2 - Good
Pune,41.1,2 - Good
Pune,40.9,2 - Good
Pune,41.2,2 - Good
Pune,44.0,2 - Good
Pune,48.0,2 - Good
Pune,50.6,2 - Good
Pune,51.0,2 - Good
Pune,51.0,2 - Good
Pune,51.9,2 - Good
Pune,53.3,2 - Good
Pune,53.6,2 - Good
Pune,51.1,2 - Good
Pune,48.8,2 - Good
Pune,47.1,2 - Good
Pune,45.6,2 - Good
Pune,44.1,2 - Good
Pune,43.8,2 - Good
Pune,44.1,2 - Good
Pune,45.5,2 - Good
Pune,44.9,2 - Good
Pune,32.9,2 - Good
Pune,30.5,6 - Very Poor
Pune,33.4,2 - Good
Pune,37.0,2 - Good
Pune,36.6,2 - Good
Pune,40.6,2 - Good
Pune,37.1,2 - Good
Pune,39.7,2 - Good
Pune,37.7,2 - Good
Pune,38.0,2 - Good
Pune,35.9,2 - Good
Pune,34.5,2 - Good
Pune,33.8,2 - Good
Pune,33.9,2 - Good
Pune,33.8,2 - Good
Pune,32.5,2 - Good
Pune,30.6,6 - Very Poor
Pune,29.5,1 - Very Good
Pune,28.2,1 - Very Good
Pune,27.2,1 - Very Good
Pune,25.5,1 - Very Good
Pune,26.4,1 - Very Good
Pune,28.8,1 - Very Good
Pune,31.3,2 - Good
Pune,34.9,2 - Good
Pune,35.4,2 - Good
Pune,37.5,2 - Good
Pune,38.8,2 - Good
Pune,40.2,2 - Good
Pune,38.6,2 - Good
Pune,41.0,2 - Good
Pune,43.1,2 - Good
Pune,50.2,2 - Good
Pune,50.2,2 - Good
Pune,47.7,2 - Good
Pune,46.6,2 - Good
Pune,46.2,2 - Good
Pune,45.1,2 - Good
Pune,44.4,2 - Good
Pune,43.4,2 - Good
Pune,42.3,2 - Good
Pune,41.4,2 - Good
Pune,41.1,2 - Good
Pune,41.0,2 - Good
Pune,38.5,2 - Good
Pune,41.6,2 - Good
Pune,44.0,2 - Good
Pune,44.9,2 - Good
Pune,41.9,2 - Good
Pune,39.8,2 - Good
Pune,39.2,2 - Good
Pune,37.5,2 - Good
Pune,37.4,2 - Good
Pune,36.0,2 - Good
Pune,36.3,2 - Good
Pune,38.8,2 - Good
Pune,44.7,2 - Good
Pune,48.9,2 - Good
Pune,51.6,2 - Good
Pune,53.8,2 - Good
Pune,54.2,2 - Good
Pune,55.3,2 - Good
Pune,55.4,2 - Good
Pune,55.3,2 - Good
Pune,56.1,2 - Good
Pune,55.3,2 - Good
Pune,53.4,2 - Good
Pune,51.5,2 - Good
Pune,54.6,2 - Good
Pune,56.3,2 - Good
Pune,62.4,3 - Satisfactory
Pune,62.9,3 - Satisfactory
Pune,53.4,2 - Good
Pune,46.1,2 - Good
Pune,37.5,2 - Good
Pune,32.7,2 - Good
Pune,30.6,6 - Very Poor
Pune,31.3,2 - Good
Pune,31.4,2 - Good
Pune,33.4,2 - Good
Pune,34.8,2 - Good
Pune,38.3,2 - Good
Pune,40.0,2 - Good
Pune,42.0,2 - Good
Pune,44.2,2 - Good
Pune,46.1,2 - Good
Pune,46.2,2 - Good
Pune,44.7,2 - Good
Pune,42.5,2 - Good
Pune,40.0,2 - Good
Pune,37.8,2 - Good
Pune,35.6,2 - Good
Pune,30.2,6 - Very Poor
Pune,31.1,2 - Good
Pune,36.8,2 - Good
Pune,40.0,2 - Good
Pune,41.2,2 - Good
Pune,37.0,2 - Good
Pune,28.9,1 - Very Good
Pune,27.1,1 - Very Good
Pune,25.1,1 - Very Good
Pune,24.9,1 - Very Good
Pune,24.9,1 - Very Good
Pune,26.4,1 - Very Good
Pune,34.5,2 - Good
Pune,37.8,2 - Good
Pune,39.2,2 - Good
Pune,40.6,2 - Good
Pune,41.2,2 - Good
Pune,40.9,2 - Good
Pune,40.2,2 - Good
Pune,39.5,2 - Good
Pune,39.5,2 - Good
Pune,38.2,2 - Good
Pune,37.1,2 - Good
Pune,36.3,2 - Good
Pune,36.0,2 - Good
Pune,36.6,2 - Good
Pune,39.0,2 - Good
Pune,45.1,2 - Good
Pune,43.0,2 - Good
Pune,39.2,2 - Good
Pune,37.0,2 - Good
Pune,35.3,2 - Good
Pune,34.2,2 - Good
Pune,34.0,2 - Good
Pune,34.0,2 - Good
Pune,34.5,2 - Good
Pune,47.4,2 - Good
Pune,49.8,2 - Good
Pune,49.9,2 - Good
Pune,49.5,2 - Good
Pune,49.0,2 - Good
Pune,48.4,2 - Good
Pune,47.7,2 - Good
Pune,46.4,2 - Good
Pune,43.3,2 - Good
Pune,40.9,2 - Good
Pune,39.1,2 - Good
Pune,38.1,2 - Good
Pune,40.5,2 - Good
Pune,42.0,2 - Good
Pune,46.2,2 - Good
Pune,48.0,2 - Good
Pune,47.6,2 - Good
Pune,46.3,2 - Good
Pune,43.7,2 - Good
Pune,41.4,2 - Good
Pune,40.4,2 - Good
Pune,42.0,2 - Good
Pune,40.4,2 - Good
Pune,41.0,2 - Good
Pune,53.4,2 - Good
Pune,56.2,2 - Good
Pune,56.1,2 - Good
Pune,55.3,2 - Good
Pune,56.2,2 - Good
Pune,58.7,2 - Good
Pune,59.0,2 - Good
Pune,58.0,2 - Good
Pune,53.2,2 - Good
Pune,47.7,2 - Good
Pune,44.5,2 - Good
Pune,42.8,2 - Good
Pune,52.9,2 - Good
Pune,53.3,2 - Good
Pune,52.0,2 - Good
Pune,52.9,2 - Good
Pune,54.2,2 - Good
Pune,48.1,2 - Good
Pune,46.2,2 - Good
Pune,46.3,2 - Good
Pune,46.4,2 - Good
Pune,45.6,2 - Good
Pune,45.3,2 - Good
Pune,45.4,2 - Good
Pune,63.8,3 - Satisfactory
Pune,63.3,3 - Satisfactory
Pune,60.5,6 - Very Poor
Pune,58.3,2 - Good
Pune,58.3,2 - Good
Pune,60.8,6 - Very Poor
Pune,61.7,3 - Satisfactory
Pune,59.5,2 - Good
Pune,53.6,2 - Good
Pune,49.0,2 - Good
Pune,46.7,2 - Good
Pune,45.5,2 - Good
Pune,44.8,2 - Good
Pune,46.8,2 - Good
Pune,47.6,2 - Good
Pune,50.3,2 - Good
Pune,55.9,2 - Good
Pune,55.9,2 - Good
Pune,52.5,2 - Good
Pune,48.7,2 - Good
Pune,45.4,2 - Good
Pune,42.0,2 - Good
Pune,38.6,2 - Good
Pune,35.9,2 - Good
Pune,48.3,2 - Good
Pune,50.5,2 - Good
Pune,50.5,2 - Good
Pune,50.8,2 - Good
Pune,51.1,2 - Good
Pune,51.7,2 - Good
Pune,50.3,2 - Good
Pune,47.0,2 - Good
Pune,44.6,2 - Good
Pune,43.3,2 - Good
Pune,41.9,2 - Good
Pune,40.4,2 - Good
Pune,43.9,2 - Good
Pune,44.4,2 - Good
Pune,45.3,2 - Good
Pune,48.1,2 - Good
Pune,52.4,2 - Good
Pune,52.0,2 - Good
Pune,49.4,2 - Good
Pune,49.0,2 - Good
Pune,49.2,2 - Good
Pune,51.9,2 - Good
Pune,51.0,2 - Good
Pune,50.9,2 - Good
Pune,49.4,2 - Good
Pune,50.1,2 - Good
Pune,47.8,2 - Good
Pune,46.2,2 - Good
Pune,46.2,2 - Good
Pune,47.5,2 - Good
Pune,48.3,2 - Good
Pune,47.6,2 - Good
Pune,46.4,2 - Good
Pune,45.8,2 - Good
Pune,45.8,2 - Good
Pune,45.9,2 - Good
Pune,48.8,2 - Good
Pune,50.1,2 - Good
Pune,50.9,2 - Good
Pune,54.5,2 - Good
Pune,60.8,6 - Very Poor
Pune,59.5,2 - Good
Pune,59.8,2 - Good
Pune,61.2,3 - Satisfactory
Pune,60.8,6 - Very Poor
Pune,59.8,2 - Good
Pune,60.3,6 - Very Poor
Pune,60.3,6 - Very Poor
Pune,83.1,3 - Satisfactory
Pune,83.8,3 - Satisfactory
Pune,81.7,3 - Satisfactory
Pune,79.2,3 - Satisfactory
Pune,76.1,3 - Satisfactory
Pune,71.9,3 - Satisfactory
Pune,67.1,3 - Satisfactory
Pune,61.7,3 - Satisfactory
Pune,55.5,2 - Good
Pune,49.2,2 - Good
Pune,43.8,2 - Good
Pune,39.6,2 - Good
Pune,56.3,2 - Good
Pune,52.2,2 - Good
Pune,48.2,2 - Good
Pune,47.7,2 - Good
Pune,51.7,2 - Good
Pune,54.6,2 - Good
Pune,54.0,2 - Good
Pune,54.7,2 - Good
Pune,53.1,2 - Good
Pune,50.9,2 - Good
Pune,49.5,2 - Good
Pune,49.5,2 - Good
Pune,73.1,3 - Satisfactory
Pune,78.5,3 - Satisfactory
Pune,77.3,3 - Satisfactory
Pune,76.8,3 - Satisfactory
Pune,76.4,3 - Satisfactory
Pune,76.1,3 - Satisfactory
Pune,75.4,3 - Satisfactory
Pune,72.6,3 - Satisfactory
Pune,69.2,3 - Satisfactory
Pune,66.4,3 - Satisfactory
Pune,62.4,3 - Satisfactory
Pune,55.8,2 - Good
Pune,51.8,2 - Good
Pune,50.5,2 - Good
Pune,48.2,2 - Good
Pune,46.4,2 - Good
Pune,43.8,2 - Good
Pune,40.7,2 - Good
Pune,41.3,2 - Good
Pune,41.2,2 - Good
Pune,40.4,2 - Good
Pune,39.5,2 - Good
Pune,38.8,2 - Good
Pune,37.7,2 - Good
Pune,49.0,2 - Good
Pune,54.7,2 - Good
Pune,58.7,2 - Good
Pune,62.4,3 - Satisfactory
Pune,65.7,3 - Satisfactory
Pune,68.2,3 - Satisfactory
Pune,67.1,3 - Satisfactory
Pune,62.4,3 - Satisfactory
Pune,55.5,2 - Good
Pune,50.3,2 - Good
Pune,46.6,2 - Good
Pune,45.1,2 - Good
Pune,55.4,2 - Good
Pune,56.2,2 - Good
Pune,59.0,2 - Good
Pune,62.2,3 - Satisfactory
Pune,49.0,2 - Good
Pune,41.9,2 - Good
Pune,39.8,2 - Good
Pune,38.8,2 - Good
Pune,37.6,2 - Good
Pune,36.7,2 - Good
Pune,35.7,2 - Good
Pune,36.3,2 - Good
Pune,49.4,2 - Good
Pune,53.8,2 - Good
Pune,55.8,2 - Good
Pune,57.0,2 - Good
Pune,58.0,2 - Good
Pune,56.5,2 - Good
Pune,54.1,2 - Good
Pune,50.2,2 - Good
Pune,46.3,2 - Good
Pune,42.4,2 - Good
Pune,38.3,2 - Good
Pune,34.9,2 - Good
Pune,38.5,2 - Good
Pune,36.7,2 - Good
Pune,36.4,2 - Good
Pune,36.9,2 - Good
Pune,38.4,2 - Good
Pune,34.5,2 - Good
Pune,31.2,2 - Good
Pune,28.5,1 - Very Good
Pune,27.1,1 - Very Good
Pune,26.5,1 - Very Good
Pune,25.4,1 - Very Good
Pune,25.2,1 - Very Good
Pune,34.3,2 - Good
Pune,38.9,2 - Good
Pune,41.9,2 - Good
Pune,44.7,2 - Good
Pune,46.4,2 - Good
Pune,47.8,2 - Good
Pune,46.0,2 - Good
Pune,42.5,2 - Good
Pune,39.7,2 - Good
Pune,37.4,2 - Good
Pune,34.1,2 - Good
Pune,30.5,6 - Very Poor
Pune,29.6,1 - Very Good
Pune,28.6,1 - Very Good
Pune,29.3,1 - Very Good
Pune,31.1,2 - Good
Pune,35.2,2 - Good
Pune,35.0,2 - Good
Pune,33.3,2 - Good
Pune,32.8,2 - Good
Pune,32.2,2 - Good
Pune,31.2,2 - Good
Pune,30.3,6 - Very Poor
Pune,29.6,1 - Very Good
Pune,40.5,2 - Good
Pune,43.0,2 - Good
Pune,44.9,2 - Good
Pune,47.1,2 - Good
Pune,48.8,2 - Good
Pune,50.1,2 - Good
Pune,49.7,2 - Good
Pune,46.8,2 - Good
Pune,42.8,2 - Good
Pune,39.2,2 - Good
Pune,35.9,2 - Good
Pune,32.2,2 - Good
Pune,29.2,1 - Very Good
Pune,28.1,1 - Very Good
Pune,28.8,1 - Very Good
Pune,30.3,6 - Very Poor
Pune,33.9,2 - Good
Pune,33.9,2 - Good
Pune,29.1,1 - Very Good
Pune,26.0,1 - Very Good
Pune,24.4,1 - Very Good
Pune,23.5,1 - Very Good
Pune,23.0,1 - Very Good
Pune,22.9,1 - Very Good
Pune,34.2,2 - Good
Pune,36.0,2 - Good
Pune,36.0,2 - Good
Pune,34.8,2 - Good
Pune,33.1,2 - Good
Pune,30.9,6 - Very Poor
Pune,27.6,1 - Very Good
Pune,24.0,1 - Very Good
Pune,21.7,1 - Very Good
Pune,20.7,1 - Very Good
Pune,19.7,1 - Very Good
Pune,19.2,1 - Very Good
Pune,19.9,1 - Very Good
Pune,21.1,1 - Very Good
Pune,23.9,1 - Very Good
Pune,26.7,1 - Very Good
Pune,32.0,2 - Good
Pune,34.6,2 - Good
Pune,28.3,1 - Very Good
Pune,25.6,1 - Very Good
Pune,24.4,1 - Very Good
Pune,23.6,1 - Very Good
Pune,22.9,1 - Very Good
Pune,23.0,1 - Very Good
Pune,29.6,1 - Very Good
Pune,30.6,6 - Very Poor
Pune,30.0,1 - Very Good
Pune,28.9,1 - Very Good
Pune,27.2,1 - Very Good
Pune,25.7,1 - Very Good
Pune,24.0,1 - Very Good
Pune,23.0,1 - Very Good
Pune,23.1,1 - Very Good
Pune,23.3,1 - Very Good
Pune,23.7,1 - Very Good
Pune,24.2,1 - Very Good
Pune,25.2,1 - Very Good
Pune,27.1,1 - Very Good
Pune,29.9,1 - Very Good
Pune,33.2,2 - Good
Pune,38.0,2 - Good
Pune,36.7,2 - Good
Pune,32.7,2 - Good
Pune,31.5,2 - Good
Pune,30.7,6 - Very Poor
Pune,30.4,6 - Very Poor
Pune,30.5,6 - Very Poor
Pune,30.7,6 - Very Poor
Pune,39.5,2 - Good
Pune,43.3,2 - Good
Pune,45.6,2 - Good
Pune,46.9,2 - Good
Pune,47.0,2 - Good
Pune,45.6,2 - Good
Pune,42.1,2 - Good
Pune,36.9,2 - Good
Pune,32.6,2 - Good
Pune,30.0,1 - Very Good
Pune,27.7,1 - Very Good
Pune,25.6,1 - Very Good
Pune,27.2,1 - Very Good
Pune,26.7,1 - Very Good
Pune,27.4,1 - Very Good
Pune,29.0,1 - Very Good
Pune,32.4,2 - Good
Pune,34.6,2 - Good
Pune,33.6,2 - Good
Pune,32.1,2 - Good
Pune,32.0,2 - Good
Pune,32.1,2 - Good
Pune,32.2,2 - Good
Pune,32.5,2 - Good
Pune,44.8,2 - Good
Pune,47.5,2 - Good
Pune,48.1,2 - Good
Pune,48.0,2 - Good
Pune,47.6,2 - Good
Pune,46.2,2 - Good
Pune,42.5,2 - Good
Pune,37.8,2 - Good
Pune,33.4,2 - Good
Pune,29.3,1 - Very Good
Pune,26.2,1 - Very Good
Pune,24.3,1 - Very Good
Pune,31.1,2 - Good
Pune,30.0,1 - Very Good
Pune,30.2,6 - Very Poor
Pune,30.5,6 - Very Poor
Pune,33.1,2 - Good
Pune,36.7,2 - Good
Pune,35.2,2 - Good
Pune,34.2,2 - Good
Pune,34.5,2 - Good
Pune,34.9,2 - Good
Pune,34.7,2 - Good
Pune,34.3,2 - Good
Pune,44.6,2 - Good
Pune,46.2,2 - Good
Pune,46.3,2 - Good
Pune,47.1,2 - Good
Pune,49.1,2 - Good
Pune,51.6,2 - Good
Pune,52.9,2 - Good
Pune,53.7,2 - Good
Pune,54.1,2 - Good
Pune,51.7,2 - Good
Pune,48.3,2 - Good
Pune,44.0,2 - Good
Pune,42.7,2 - Good
Pune,44.4,2 - Good
Pune,43.9,2 - Good
Pune,43.2,2 - Good
Pune,41.8,2 - Good
Pune,41.6,2 - Good
Pune,39.1,2 - Good
Pune,37.7,2 - Good
Pune,36.9,2 - Good
Pune,35.6,2 - Good
Pune,35.0,2 - Good
Pune,34.9,2 - Good
Pune,39.6,2 - Good
Pune,41.7,2 - Good
Pune,41.9,2 - Good
Pune,41.8,2 - Good
Pune,40.6,2 - Good
Pune,38.3,2 - Good
Pune,34.7,2 - Good
Pune,31.3,2 - Good
Pune,29.5,1 - Very Good
Pune,28.6,1 - Very Good
Pune,27.8,1 - Very Good
Pune,27.2,1 - Very Good
Pune,27.5,1 - Very Good
Pune,29.4,1 - Very Good
Pune,32.5,2 - Good
Pune,37.1,2 - Good
Pune,43.8,2 - Good
Pune,40.4,2 - Good
Pune,39.5,2 - Good
Pune,37.1,2 - Good
Pune,35.7,2 - Good
Pune,33.9,2 - Good
Pune,32.5,2 - Good
Pune,31.4,2 - Good
Pune,41.7,2 - Good
Pune,44.4,2 - Good
Pune,44.0,2 - Good
Pune,43.1,2 - Good
Pune,40.3,2 - Good
Pune,35.4,2 - Good
Pune,30.4,6 - Very Poor
Pune,27.0,1 - Very Good
Pune,24.4,1 - Very Good
Pune,23.0,1 - Very Good
Pune,22.3,1 - Very Good
Pune,22.2,1 - Very Good
Pune,22.5,1 - Very Good
Pune,24.1,1 - Very Good
Pune,27.2,1 - Very Good
Pune,30.2,6 - Very Poor
Pune,33.6,2 - Good
Pune,31.4,2 - Good
Pune,32.0,2 - Good
Pune,32.9,2 - Good
Pune,33.1,2 - Good
Pune,32.6,2 - Good
Pune,32.5,2 - Good
Pune,32.5,2 - Good
Pune,50.9,2 - Good
Pune,53.4,2 - Good
Pune,55.3,2 - Good
Pune,56.3,2 - Good
Pune,56.7,2 - Good
Pune,56.1,2 - Good
Pune,53.6,2 - Good
Pune,49.5,2 - Good
Pune,45.9,2 - Good
Pune,43.2,2 - Good
Pune,40.0,2 - Good
Pune,36.9,2 - Good
Pune,37.5,2 - Good
Pune,37.0,2 - Good
Pune,38.0,2 - Good
Pune,40.6,2 - Good
Pune,42.4,2 - Good
Pune,40.4,2 - Good
Pune,39.3,2 - Good
Pune,39.3,2 - Good
Pune,39.3,2 - Good
Pune,38.6,2 - Good
Pune,37.7,2 - Good
Pune,37.4,2 - Good
Pune,44.4,2 - Good
Pune,50.8,2 - Good
Pune,54.0,2 - Good
Pune,55.8,2 - Good
Pune,57.0,2 - Good
Pune,57.4,2 - Good
Pune,56.1,2 - Good
Pune,53.6,2 - Good
Pune,50.8,2 - Good
Pune,48.7,2 - Good
Pune,46.0,2 - Good
Pune,43.7,2 - Good
Pune,43.2,2 - Good
Pune,43.1,2 - Good
Pune,43.9,2 - Good
Pune,47.6,2 - Good
Pune,53.6,2 - Good
Pune,55.8,2 - Good
Pune,52.9,2 - Good
Pune,50.3,2 - Good
Pune,47.4,2 - Good
Pune,45.3,2 - Good
Pune,44.0,2 - Good
Pune,44.1,2 - Good
Pune,54.4,2 - Good
Pune,59.3,2 - Good
Pune,62.2,3 - Satisfactory
Pune,62.9,3 - Satisfactory
Pune,63.8,3 - Satisfactory
Pune,62.2,3 - Satisfactory
Pune,57.6,2 - Good
Pune,52.4,2 - Good
Pune,49.5,2 - Good
Pune,48.0,2 - Good
Pune,46.2,2 - Good
Pune,44.6,2 - Good
Pune,46.2,2 - Good
Pune,46.4,2 - Good
Pune,47.4,2 - Good
Pune,50.8,2 - Good
Pune,59.3,2 - Good
Pune,63.1,3 - Satisfactory
Pune,60.3,6 - Very Poor
Pune,58.9,2 - Good
Pune,57.3,2 - Good
Pune,55.3,2 - Good
Pune,53.2,2 - Good
Pune,51.5,2 - Good
Pune,58.8,2 - Good
Pune,60.8,6 - Very Poor
Pune,59.1,2 - Good
Pune,57.3,2 - Good
Pune,54.0,2 - Good
Pune,47.7,2 - Good
Pune,40.3,2 - Good
Pune,34.5,2 - Good
Pune,30.6,6 - Very Poor
Pune,27.5,1 - Very Good
Pune,25.0,1 - Very Good
Pune,23.7,1 - Very Good
Pune,24.0,1 - Very Good
Pune,24.4,1 - Very Good
Pune,26.0,1 - Very Good
Pune,29.6,1 - Very Good
Pune,37.0,2 - Good
Pune,39.5,2 - Good
